County,Char_1,Char_2,Char_3
"SaintBernardParish,Louisiana",387,0.00352,183000
"SaintCharlesParish,Louisiana",375,0.00821,54000
"SaintHelenaParish,Louisiana",459,0.00823,149000
"SaintJamesParish,Louisiana",220,0.00258,68000
"SaintJohntheBaptistParish,Louisiana",487,0.00158,160000
"SaintLandryParish,Louisiana",276,0.0095,105000
"SaintMartinParish,Louisiana",286,0.00869,45000
"SaintMaryParish,Louisiana",250,0.00293,154000
"SaintTammanyParish,Louisiana",209,0.00528,190000
"TangipahoaParish,Louisiana",402,0.00137,42000
"TensasParish,Louisiana",252,0.0084,134000
"TerrebonneParish,Louisiana",175,0.00876,20000
"UnionParish,Louisiana",451,0.00206,165000
"VermilionParish,Louisiana",109,0.00829,164000
"VernonParish,Louisiana",473,0.0022,113000
"WashingtonParish,Louisiana",327,0.00779,95000
"WebsterParish,Louisiana",348,0.00794,181000
"WestBatonRougeParish,Louisiana",481,0.00384,58000
"WestCarrollParish,Louisiana",255,0.00632,165000
"WestFelicianaParish,Louisiana",420,0.00282,151000
"WinnParish,Louisiana",122,0.00459,133000
"AndroscogginCounty,Maine",291,0.00628,132000
"AroostookCounty,Maine",345,0.00881,159000
"CumberlandCounty,Maine",403,0.00108,134000
"FranklinCounty,Maine",210,0.00957,113000
"HancockCounty,Maine",307,0.00119,163000
"KennebecCounty,Maine",471,0.00652,161000
"KnoxCounty,Maine",230,0.00268,53000
"LincolnCounty,Maine",453,0.00891,23000
"OxfordCounty,Maine",292,0.00282,135000
"PenobscotCounty,Maine",263,0.00161,186000
"PiscataquisCounty,Maine",483,0.00643,14000
"SagadahocCounty,Maine",420,0.00595,24000
"SomersetCounty,Maine",246,0.00475,158000
"WaldoCounty,Maine",331,0.00858,45000
"WashingtonCounty,Maine",418,0.00683,18000
"YorkCounty,Maine",367,0.00032,94000
"AlleganyCounty,Maryland",496,0.00951,119000
"AnneArundelCounty,Maryland",268,0.00374,134000
"BaltimoreCity,Maryland",113,0.00628,102000
"BaltimoreCounty,Maryland",190,0.00311,160000
"CalvertCounty,Maryland",190,0.00701,157000
"CarolineCounty,Maryland",217,0.00889,19000
"CarrollCounty,Maryland",496,0.00832,71000
"CecilCounty,Maryland",362,0.00061,193000
"CharlesCounty,Maryland",321,0.00654,47000
"DorchesterCounty,Maryland",162,0.00135,84000
"FrederickCounty,Maryland",253,0.00838,146000
"GarrettCounty,Maryland",464,0.00749,187000
"HarfordCounty,Maryland",250,0.00555,52000
"HowardCounty,Maryland",186,0.00287,140000
"KentCounty,Maryland",341,0.00345,176000
"MontgomeryCounty,Maryland",251,0.00847,40000
"PrinceGeorgesCounty,Maryland",496,0.0029,46000
"QueenAnnesCounty,Maryland",256,0.0021,119000
"SaintMarysCounty,Maryland",463,0.00402,36000
"SomersetCounty,Maryland",476,0.00187,90000
"TalbotCounty,Maryland",359,0.00211,172000
"WashingtonCounty,Maryland",355,0.00092,131000
"WicomicoCounty,Maryland",423,0.00138,86000
"WorcesterCounty,Maryland",474,0.00025,61000
"BarnstableCounty,Massachusetts",106,0.00999,175000
"BerkshireCounty,Massachusetts",246,0.00845,80000
"BristolCounty,Massachusetts",149,0.0075,159000
"DukesCounty,Massachusetts",387,0.00999,99000
"EssexCounty,Massachusetts",500,0.00168,111000
"FranklinCounty,Massachusetts",194,0.00061,33000
"HampdenCounty,Massachusetts",396,0.00322,178000
"HampshireCounty,Massachusetts",242,0.00477,101000
"MiddlesexCounty,Massachusetts",101,0.00788,127000
"NantucketCounty,Massachusetts",249,0.00162,138000
"NorfolkCounty,Massachusetts",277,0.00021,136000
"PlymouthCounty,Massachusetts",402,0.00151,157000
"SuffolkCounty,Massachusetts",410,0.00901,149000
"WorcesterCounty,Massachusetts",391,0.00296,42000
"AlconaCounty,Michigan",141,0.00114,125000
"AlgerCounty,Michigan",229,0.00782,85000
"AlleganCounty,Michigan",174,0.00341,174000
"AlpenaCounty,Michigan",270,0.00353,144000
"AntrimCounty,Michigan",168,0.00242,122000
"ArenacCounty,Michigan",259,0.00218,184000
"BaragaCounty,Michigan",350,0.00347,126000
"BarryCounty,Michigan",264,0.00579,116000
"BayCounty,Michigan",444,0.00814,191000
"BenzieCounty,Michigan",347,0.00953,20000
"BerrienCounty,Michigan",202,0.00985,66000
"BranchCounty,Michigan",355,0.00647,127000
"CalhounCounty,Michigan",295,0.00931,155000
"CassCounty,Michigan",293,0.00723,70000
"CharlevoixCounty,Michigan",172,0.00897,84000
"CheboyganCounty,Michigan",213,0.0075,179000
"ChippewaCounty,Michigan",415,0.00114,30000
"ClareCounty,Michigan",305,0.00054,32000
"ClintonCounty,Michigan",269,0.00206,112000
"CrawfordCounty,Michigan",383,0.00113,124000
"DeltaCounty,Michigan",437,0.0093,40000
"DickinsonCounty,Michigan",300,0.00854,174000
"EatonCounty,Michigan",331,0.0041,28000
"EmmetCounty,Michigan",359,0.00461,33000
"GeneseeCounty,Michigan",186,0.00739,149000
"GladwinCounty,Michigan",190,0.00015,128000
"GogebicCounty,Michigan",175,0.00968,134000
"GrandTraverseCounty,Michigan",466,0.00218,161000
"GratiotCounty,Michigan",458,0.00576,173000
"HillsdaleCounty,Michigan",126,0.00266,53000
"HoughtonCounty,Michigan",319,0.00746,140000
"HuronCounty,Michigan",488,0.00895,91000
"InghamCounty,Michigan",418,0.00777,148000
"IoniaCounty,Michigan",275,0.00893,43000
"IoscoCounty,Michigan",406,0.00147,155000
"IronCounty,Michigan",351,0.00808,82000
"IsabellaCounty,Michigan",141,0.00605,88000
"JacksonCounty,Michigan",389,0.00305,126000
"KalamazooCounty,Michigan",287,0.00099,139000
"KalkaskaCounty,Michigan",320,0.00062,93000
"KentCounty,Michigan",465,0.00401,77000
"KeweenawCounty,Michigan",456,0.00364,125000
"LakeCounty,Michigan",134,0.00413,53000
"LapeerCounty,Michigan",207,0.0089,131000
"LeelanauCounty,Michigan",471,0.00195,172000
"LenaweeCounty,Michigan",471,0.00615,92000
"LivingstonCounty,Michigan",269,0.00573,111000
"LuceCounty,Michigan",358,0.00539,163000
"MackinacCounty,Michigan",385,0.0028,173000
"MacombCounty,Michigan",348,0.00073,161000
"ManisteeCounty,Michigan",372,0.00594,34000
"MarquetteCounty,Michigan",447,0.00964,42000
"MasonCounty,Michigan",351,0.0011,58000
"MecostaCounty,Michigan",402,0.00359,70000
"MenomineeCounty,Michigan",458,0.00354,14000
"MidlandCounty,Michigan",456,0.00246,86000
"MissaukeeCounty,Michigan",390,0.0011,11000
"MonroeCounty,Michigan",351,0.0095,188000
"MontcalmCounty,Michigan",433,0.0078,177000
"MontmorencyCounty,Michigan",297,0.0032,193000
"MuskegonCounty,Michigan",220,0.00089,70000
"NewaygoCounty,Michigan",134,0.00543,105000
"OaklandCounty,Michigan",331,0.00078,81000
"OceanaCounty,Michigan",484,0.0008,72000
"OgemawCounty,Michigan",324,0.00487,174000
"OntonagonCounty,Michigan",184,0.00104,47000
"OsceolaCounty,Michigan",341,0.00912,132000
"OscodaCounty,Michigan",186,0.00449,169000
"OtsegoCounty,Michigan",462,0.00916,165000
"OttawaCounty,Michigan",164,0.0015,86000
"PresqueIsleCounty,Michigan",243,0.00626,28000
"RoscommonCounty,Michigan",292,0.0052,129000
"SaginawCounty,Michigan",188,0.00226,186000
"SaintClairCounty,Michigan",213,0.00957,54000
"SaintJosephCounty,Michigan",321,0.00945,157000
"SanilacCounty,Michigan",217,0.00902,124000
"SchoolcraftCounty,Michigan",455,0.00645,199000
"ShiawasseeCounty,Michigan",128,0.00617,91000
"TuscolaCounty,Michigan",114,0.00665,14000
"VanBurenCounty,Michigan",426,0.00606,78000
"WashtenawCounty,Michigan",474,0.0072,103000
"WayneCounty,Michigan",117,0.00777,67000
"WexfordCounty,Michigan",436,0.00993,194000
"AitkinCounty,Minnesota",115,0.00215,184000
"AnokaCounty,Minnesota",193,0.00903,192000
"BeckerCounty,Minnesota",226,0.00527,140000
"BeltramiCounty,Minnesota",449,0.00708,69000
"BentonCounty,Minnesota",438,0.00544,16000
"BigStoneCounty,Minnesota",398,0.00937,45000
"BlueEarthCounty,Minnesota",402,0.00374,74000
"BrownCounty,Minnesota",263,0.00526,89000
"CarltonCounty,Minnesota",491,0.00319,35000
"CarverCounty,Minnesota",147,0.00201,78000
"CassCounty,Minnesota",120,0.00016,45000
"ChippewaCounty,Minnesota",446,0.00638,73000
"ChisagoCounty,Minnesota",132,0.00557,79000
"ClayCounty,Minnesota",115,0.00275,66000
"ClearwaterCounty,Minnesota",357,0.00179,177000
"CookCounty,Minnesota",311,0.00864,119000
"CottonwoodCounty,Minnesota",292,0.00348,161000
"CrowWingCounty,Minnesota",347,0.0084,163000
"DakotaCounty,Minnesota",421,0.00069,186000
"DodgeCounty,Minnesota",222,0.00704,38000
"DouglasCounty,Minnesota",248,0.00456,171000
"FaribaultCounty,Minnesota",148,0.0027,173000
"FillmoreCounty,Minnesota",285,0.00527,118000
"FreebornCounty,Minnesota",367,0.0005,105000
"GoodhueCounty,Minnesota",264,0.00659,16000
"GrantCounty,Minnesota",311,0.00114,12000
"HennepinCounty,Minnesota",157,0.00725,142000
"HoustonCounty,Minnesota",428,0.00232,151000
"HubbardCounty,Minnesota",491,0.00694,149000
"IsantiCounty,Minnesota",247,0.00717,191000
"ItascaCounty,Minnesota",142,0.00397,52000
"JacksonCounty,Minnesota",187,0.00411,26000
"KanabecCounty,Minnesota",475,0.00976,68000
"KandiyohiCounty,Minnesota",291,0.00259,158000
"KittsonCounty,Minnesota",276,0.00586,80000
"KoochichingCounty,Minnesota",402,0.00478,154000
"LacquiParleCounty,Minnesota",224,0.00482,148000
"LakeCounty,Minnesota",336,0.00312,137000
"LakeoftheWoodsCounty,Minnesota",105,0.00887,187000
"LeSueurCounty,Minnesota",274,0.00156,143000
"LincolnCounty,Minnesota",396,0.00111,29000
"LyonCounty,Minnesota",339,0.00904,106000
"MahnomenCounty,Minnesota",371,0.00638,108000
"MarshallCounty,Minnesota",268,0.00752,26000
"MartinCounty,Minnesota",441,0.00391,40000
"McLeodCounty,Minnesota",124,0.00773,126000
"MeekerCounty,Minnesota",144,0.00979,114000
"MilleLacsCounty,Minnesota",448,0.00845,29000
"MorrisonCounty,Minnesota",274,0.00444,157000
"MowerCounty,Minnesota",424,0.00781,71000
"MurrayCounty,Minnesota",147,0.005,56000
"NicolletCounty,Minnesota",276,0.00731,92000
"NoblesCounty,Minnesota",428,0.00889,162000
"NormanCounty,Minnesota",412,0.0035,197000
"OlmstedCounty,Minnesota",473,0.00245,196000
"OtterTailCounty,Minnesota",394,0.00392,33000
"PenningtonCounty,Minnesota",103,0.00938,113000
"PineCounty,Minnesota",290,0.00284,169000
"PipestoneCounty,Minnesota",199,0.00358,44000
"PolkCounty,Minnesota",302,0.00784,72000
"PopeCounty,Minnesota",435,0.00967,180000
"RamseyCounty,Minnesota",456,0.00483,30000
"RedLakeCounty,Minnesota",227,0.00072,50000
"RedwoodCounty,Minnesota",218,0.00049,109000
"RenvilleCounty,Minnesota",415,0.00526,187000
"RiceCounty,Minnesota",259,0.00898,56000
"RockCounty,Minnesota",103,0.003,13000
"RoseauCounty,Minnesota",347,0.00012,36000
"SaintLouisCounty,Minnesota",265,0.00354,190000
"ScottCounty,Minnesota",182,0.00584,86000
"SherburneCounty,Minnesota",275,0.00437,61000
"SibleyCounty,Minnesota",139,0.0005,137000
"StearnsCounty,Minnesota",433,0.00712,84000
"SteeleCounty,Minnesota",366,0.00904,54000
"StevensCounty,Minnesota",235,0.00932,167000
"SwiftCounty,Minnesota",411,0.00376,109000
"ToddCounty,Minnesota",475,0.00722,153000
"TraverseCounty,Minnesota",363,0.00812,39000
"WabashaCounty,Minnesota",148,0.00537,113000
"WadenaCounty,Minnesota",127,0.00769,154000
"WasecaCounty,Minnesota",172,0.00592,20000
"WashingtonCounty,Minnesota",218,0.001,166000
"WatonwanCounty,Minnesota",453,0.00228,142000
"WilkinCounty,Minnesota",396,0.00412,115000
"WinonaCounty,Minnesota",322,0.00275,143000
"WrightCounty,Minnesota",283,0.00718,78000
"YellowMedicineCounty,Minnesota",184,0.00861,101000
"AdamsCounty,Mississippi",408,0.00578,77000
"AlcornCounty,Mississippi",218,0.00263,192000
"AmiteCounty,Mississippi",229,0.00963,131000
"AttalaCounty,Mississippi",189,0.0088,90000
"BentonCounty,Mississippi",370,0.00426,195000
"BolivarCounty,Mississippi",484,0.00755,188000
"CalhounCounty,Mississippi",123,0.00836,13000
"CarrollCounty,Mississippi",401,0.00058,185000
"ChickasawCounty,Mississippi",415,0.00437,186000
"ChoctawCounty,Mississippi",348,0.00283,150000
"ClaiborneCounty,Mississippi",409,0.00024,41000
"ClarkeCounty,Mississippi",224,0.00901,97000
"ClayCounty,Mississippi",322,0.00771,106000
"CoahomaCounty,Mississippi",301,0.00386,150000
"CopiahCounty,Mississippi",101,0.00621,154000
"CovingtonCounty,Mississippi",186,0.0024,78000
"DeSotoCounty,Mississippi",249,0.00622,123000
"ForrestCounty,Mississippi",190,0.00211,83000
"FranklinCounty,Mississippi",145,0.00484,179000
"GeorgeCounty,Mississippi",151,0.0093,59000
"GreeneCounty,Mississippi",249,0.00747,163000
"GrenadaCounty,Mississippi",190,0.00321,100000
"HancockCounty,Mississippi",315,0.00722,194000
"HarrisonCounty,Mississippi",466,0.00263,149000
"HindsCounty,Mississippi",477,0.00896,99000
"HolmesCounty,Mississippi",444,0.00775,99000
"HumphreysCounty,Mississippi",126,0.00818,65000
"IssaquenaCounty,Mississippi",137,0.00299,31000
"ItawambaCounty,Mississippi",277,0.0091,60000
"JacksonCounty,Mississippi",442,0.00415,110000
"JasperCounty,Mississippi",206,0.00756,83000
"JeffersonCounty,Mississippi",335,0.00766,190000
"JeffersonDavisCounty,Mississippi",197,0.00133,145000
"JonesCounty,Mississippi",157,0.00805,65000
"KemperCounty,Mississippi",462,0.00621,98000
"LafayetteCounty,Mississippi",332,0.00996,57000
"LamarCounty,Mississippi",208,0.00793,24000
"LauderdaleCounty,Mississippi",215,0.00093,61000
"LawrenceCounty,Mississippi",461,0.00524,115000
"LeakeCounty,Mississippi",318,0.00411,160000
"LeeCounty,Mississippi",228,0.00804,191000
"LefloreCounty,Mississippi",258,0.00987,52000
"LincolnCounty,Mississippi",197,0.00639,22000
"LowndesCounty,Mississippi",491,0.00757,18000
"MadisonCounty,Mississippi",134,0.00014,135000
"MarionCounty,Mississippi",388,0.00741,38000
"MarshallCounty,Mississippi",256,0.00323,158000
"MonroeCounty,Mississippi",191,0.00982,24000
"MontgomeryCounty,Mississippi",163,0.00177,162000
"NeshobaCounty,Mississippi",331,0.00522,28000
"NewtonCounty,Mississippi",420,0.00161,76000
"NoxubeeCounty,Mississippi",108,0.00879,72000
"OktibbehaCounty,Mississippi",249,0.00264,88000
"PanolaCounty,Mississippi",252,0.00348,44000
"PearlRiverCounty,Mississippi",246,0.00648,140000
"PerryCounty,Mississippi",490,0.0091,25000
"PikeCounty,Mississippi",450,0.00419,127000
"PontotocCounty,Mississippi",473,0.00146,146000
"PrentissCounty,Mississippi",495,0.00427,199000
"QuitmanCounty,Mississippi",281,0.00519,25000
"RankinCounty,Mississippi",277,0.00146,185000
"ScottCounty,Mississippi",304,0.00233,53000
"SharkeyCounty,Mississippi",372,0.00228,75000
"SimpsonCounty,Mississippi",173,0.00711,143000
"SmithCounty,Mississippi",278,0.00144,22000
"StoneCounty,Mississippi",120,0.00449,151000
"SunflowerCounty,Mississippi",407,0.00531,78000
"TallahatchieCounty,Mississippi",385,0.00747,39000
"TateCounty,Mississippi",303,0.00219,18000
"TippahCounty,Mississippi",346,0.00541,134000
"TishomingoCounty,Mississippi",205,0.00667,190000
"TunicaCounty,Mississippi",111,0.00741,23000
"UnionCounty,Mississippi",370,0.00685,157000
"WalthallCounty,Mississippi",235,0.00809,102000
"WarrenCounty,Mississippi",339,0.00161,83000
"WashingtonCounty,Mississippi",112,0.00345,170000
"WayneCounty,Mississippi",248,0.00598,182000
"WebsterCounty,Mississippi",132,0.00325,54000
"WilkinsonCounty,Mississippi",198,0.00581,45000
"WinstonCounty,Mississippi",161,0.00825,138000
"YalobushaCounty,Mississippi",346,0.00597,71000
"YazooCounty,Mississippi",483,0.00748,136000
"AdairCounty,Missouri",421,0.00954,35000
"AndrewCounty,Missouri",241,0.00031,119000
"AtchisonCounty,Missouri",474,0.00943,151000
"AudrainCounty,Missouri",126,0.00755,85000
"BarryCounty,Missouri",117,0.00616,63000
"BartonCounty,Missouri",152,0.00124,138000
"BatesCounty,Missouri",219,0.00045,196000
"BentonCounty,Missouri",293,0.00632,46000
"BollingerCounty,Missouri",498,0.0038,122000
"BooneCounty,Missouri",368,0.00156,128000
"BuchananCounty,Missouri",281,0.00339,195000
"ButlerCounty,Missouri",244,0.00489,172000
"CaldwellCounty,Missouri",276,0.00306,174000
"CallawayCounty,Missouri",335,0.0006,178000
"CamdenCounty,Missouri",140,0.00605,137000
"CapeGirardeauCounty,Missouri",415,0.00484,91000
"CarrollCounty,Missouri",109,0.00601,200000
"CarterCounty,Missouri",467,0.00845,183000
"CassCounty,Missouri",266,0.00397,194000
"CedarCounty,Missouri",367,0.00426,184000
"CharitonCounty,Missouri",214,0.00636,85000
"ChristianCounty,Missouri",249,0.00667,49000
"ClarkCounty,Missouri",192,0.00879,187000
"ClayCounty,Missouri",193,0.00982,176000
"ClintonCounty,Missouri",450,0.00013,124000
"ColeCounty,Missouri",300,0.00024,109000
"CooperCounty,Missouri",249,0.00018,94000
"CrawfordCounty,Missouri",306,0.00493,41000
"DadeCounty,Missouri",398,0.00295,64000
"DallasCounty,Missouri",313,0.00306,42000
"DaviessCounty,Missouri",104,0.00333,166000
"DeKalbCounty,Missouri",165,0.00646,52000
"DentCounty,Missouri",304,0.0086,193000
"DouglasCounty,Missouri",163,0.00837,109000
"DunklinCounty,Missouri",360,0.00998,166000
"FranklinCounty,Missouri",364,0.00897,45000
"GasconadeCounty,Missouri",177,0.00256,99000
"GentryCounty,Missouri",448,0.00166,78000
"GreeneCounty,Missouri",266,0.00446,51000
"GrundyCounty,Missouri",166,0.00208,49000
"HarrisonCounty,Missouri",143,0.00846,140000
"HenryCounty,Missouri",154,0.00525,153000
"HickoryCounty,Missouri",370,0.00751,149000
"HoltCounty,Missouri",473,0.00403,127000
"HowardCounty,Missouri",429,0.00506,26000
"HowellCounty,Missouri",419,0.00315,114000
"IronCounty,Missouri",423,0.0036,80000
"JacksonCounty,Missouri",191,0.00869,145000
"JasperCounty,Missouri",402,0.00804,143000
"JeffersonCounty,Missouri",173,0.00451,124000
"JohnsonCounty,Missouri",158,0.00971,79000
"KnoxCounty,Missouri",101,0.00803,10000
"LacledeCounty,Missouri",274,0.00082,28000
"LafayetteCounty,Missouri",201,0.00638,56000
"LawrenceCounty,Missouri",111,0.00159,87000
"LewisCounty,Missouri",150,0.00832,101000
"LincolnCounty,Missouri",167,0.00126,149000
"LinnCounty,Missouri",284,0.00921,11000
"LivingstonCounty,Missouri",319,0.00662,168000
"MaconCounty,Missouri",319,0.00077,60000
"MadisonCounty,Missouri",300,0.00939,32000
"MariesCounty,Missouri",389,0.00802,168000
"MarionCounty,Missouri",449,0.00768,43000
"McDonaldCounty,Missouri",268,0.00351,70000
"MercerCounty,Missouri",184,0.00796,67000
"MillerCounty,Missouri",199,0.00185,76000
"MississippiCounty,Missouri",233,0.00259,35000
"MoniteauCounty,Missouri",199,0.00912,19000
"MonroeCounty,Missouri",274,0.00163,164000
"MontgomeryCounty,Missouri",404,0.00037,122000
"MorganCounty,Missouri",276,0.00787,23000
"NewMadridCounty,Missouri",166,0.00924,28000
"NewtonCounty,Missouri",256,0.00888,141000
"NodawayCounty,Missouri",280,0.00859,69000
"OregonCounty,Missouri",258,0.00252,189000
"OsageCounty,Missouri",496,0.00046,112000
"OzarkCounty,Missouri",436,0.00696,13000
"PemiscotCounty,Missouri",397,0.00478,165000
"PerryCounty,Missouri",465,0.00891,43000
"PettisCounty,Missouri",254,0.00081,68000
"PhelpsCounty,Missouri",482,0.00123,115000
"PikeCounty,Missouri",245,0.00288,174000
"PlatteCounty,Missouri",138,0.00287,95000
"PolkCounty,Missouri",140,0.00438,76000
"PulaskiCounty,Missouri",448,0.00795,160000
"PutnamCounty,Missouri",353,0.0079,53000
"RallsCounty,Missouri",175,0.00018,118000
"RandolphCounty,Missouri",433,0.00662,23000
"RayCounty,Missouri",401,0.0064,176000
"ReynoldsCounty,Missouri",170,0.00856,72000
"RipleyCounty,Missouri",109,0.0008,154000
"SaintCharlesCounty,Missouri",363,0.00264,122000
"SaintClairCounty,Missouri",340,0.00087,180000
"SaintFrancoisCounty,Missouri",388,0.00922,158000
"SaintLouisCity,Missouri",319,0.00372,53000
"SaintLouisCounty,Missouri",384,0.00369,149000
"SainteGenevieveCounty,Missouri",259,0.00329,178000
"SalineCounty,Missouri",227,0.00214,155000
"SchuylerCounty,Missouri",391,0.00362,108000
"ScotlandCounty,Missouri",452,0.00821,92000
"ScottCounty,Missouri",399,0.00583,83000
"ShannonCounty,Missouri",188,0.0029,21000
"ShelbyCounty,Missouri",370,0.00047,65000
"StoddardCounty,Missouri",372,0.00597,116000
"StoneCounty,Missouri",336,0.00133,41000
"SullivanCounty,Missouri",364,0.00404,16000
"TaneyCounty,Missouri",326,0.00612,58000
"TexasCounty,Missouri",307,0.00674,119000
"VernonCounty,Missouri",160,0.00441,199000
"WarrenCounty,Missouri",264,0.00118,50000
"WashingtonCounty,Missouri",187,0.00692,42000
"WayneCounty,Missouri",150,0.00548,71000
"WebsterCounty,Missouri",371,0.00726,27000
"WorthCounty,Missouri",257,0.00167,54000
"WrightCounty,Missouri",438,0.0055,186000
"BeaverheadCounty,Montana",362,0.00414,86000
"BigHornCounty,Montana",236,0.00763,102000
"BlaineCounty,Montana",378,0.00908,103000
"BroadwaterCounty,Montana",312,0.00848,126000
"CarbonCounty,Montana",136,0.00507,17000
"CarterCounty,Montana",404,0.00795,138000
"CascadeCounty,Montana",263,0.00847,29000
"ChouteauCounty,Montana",260,0.00364,48000
"CusterCounty,Montana",193,0.00473,16000
"DanielsCounty,Montana",146,0.00496,72000
"DawsonCounty,Montana",428,0.0023,95000
"DeerLodgeCounty,Montana",159,0.00021,177000
"FallonCounty,Montana",442,0.00679,166000
"FergusCounty,Montana",394,0.00588,172000
"FlatheadCounty,Montana",159,0.00108,134000
"GallatinCounty,Montana",132,0.00734,181000
"GarfieldCounty,Montana",299,0.00725,125000
"GlacierCounty,Montana",225,0.00219,35000
"GoldenValleyCounty,Montana",125,0.00166,180000
"GraniteCounty,Montana",444,0.00929,92000
"HillCounty,Montana",438,0.00188,33000
"JeffersonCounty,Montana",412,0.00101,162000
"JudithBasinCounty,Montana",487,0.00223,25000
"LakeCounty,Montana",229,0.00971,42000
"LewisandClarkCounty,Montana",472,0.00149,60000
"LibertyCounty,Montana",334,0.00076,122000
"LincolnCounty,Montana",198,0.00247,104000
"MadisonCounty,Montana",105,0.00564,112000
"McConeCounty,Montana",439,0.00384,133000
"MeagherCounty,Montana",230,0.00065,98000
"MineralCounty,Montana",244,0.00991,17000
"MissoulaCounty,Montana",330,0.00492,172000
"MusselshellCounty,Montana",146,0.00206,101000
"ParkCounty,Montana",392,0.00037,43000
"PetroleumCounty,Montana",167,0.00875,31000
"PhillipsCounty,Montana",335,0.0075,100000
"PonderaCounty,Montana",329,0.00486,60000
"PowderRiverCounty,Montana",470,0.00249,163000
"PowellCounty,Montana",321,0.00166,68000
"PrairieCounty,Montana",362,0.00559,179000
"RavalliCounty,Montana",168,0.00991,75000
"RichlandCounty,Montana",302,0.00647,159000
"RooseveltCounty,Montana",205,0.00559,172000
"RosebudCounty,Montana",280,0.00073,65000
"SandersCounty,Montana",219,0.0072,116000
"SheridanCounty,Montana",469,0.00729,102000
"SilverBowCounty,Montana",325,0.0092,42000
"StillwaterCounty,Montana",395,0.00084,142000
"SweetGrassCounty,Montana",309,0.00356,184000
"TetonCounty,Montana",370,0.00701,32000
"TooleCounty,Montana",457,0.00709,93000
"TreasureCounty,Montana",168,0.00888,182000
"ValleyCounty,Montana",226,0.00818,33000
"WheatlandCounty,Montana",177,0.00002,172000
"WibauxCounty,Montana",177,0.00568,41000
"YellowstoneCounty,Montana",411,0.00215,152000
"AdamsCounty,Nebraska",132,0.00184,187000
"AntelopeCounty,Nebraska",318,0.00772,144000
"ArthurCounty,Nebraska",110,0.0011,144000
"BannerCounty,Nebraska",391,0.0005,128000
"BlaineCounty,Nebraska",397,0.00349,24000
"BooneCounty,Nebraska",332,0.00235,89000
"BoxButteCounty,Nebraska",343,0.00009,121000
"BoydCounty,Nebraska",427,0.00799,31000
"BrownCounty,Nebraska",366,0.00387,127000
"BuffaloCounty,Nebraska",382,0.00745,164000
"BurtCounty,Nebraska",226,0.00682,19000
"ButlerCounty,Nebraska",267,0.00439,195000
"CassCounty,Nebraska",111,0.00338,166000
"CedarCounty,Nebraska",186,0.0036,164000
"ChaseCounty,Nebraska",205,0.0015,160000
"CherryCounty,Nebraska",172,0.00336,15000
"CheyenneCounty,Nebraska",358,0.00773,153000
"ClayCounty,Nebraska",411,0.00835,87000
"ColfaxCounty,Nebraska",326,0.00936,139000
"CumingCounty,Nebraska",330,0.00527,102000
"CusterCounty,Nebraska",167,0.00304,194000
"DakotaCounty,Nebraska",213,0.00755,61000
"DawesCounty,Nebraska",250,0.00182,65000
"DawsonCounty,Nebraska",219,0.0059,123000
"DeuelCounty,Nebraska",329,0.00344,157000
"DixonCounty,Nebraska",214,0.00285,38000
"DodgeCounty,Nebraska",445,0.00162,115000
"DouglasCounty,Nebraska",258,0.00465,32000
"DundyCounty,Nebraska",133,0.00655,199000
"FillmoreCounty,Nebraska",387,0.00378,49000
"FranklinCounty,Nebraska",186,0.00344,161000
"FrontierCounty,Nebraska",328,0.00774,52000
"FurnasCounty,Nebraska",450,0.00235,177000
"GageCounty,Nebraska",253,0.00592,44000
"GardenCounty,Nebraska",123,0.0037,19000
"GarfieldCounty,Nebraska",180,0.00549,80000
"GosperCounty,Nebraska",372,0.00346,20000
"GrantCounty,Nebraska",303,0.0095,36000
"GreeleyCounty,Nebraska",179,0.0053,163000
"HallCounty,Nebraska",304,0.0027,25000
"HamiltonCounty,Nebraska",462,0.00145,41000
"HarlanCounty,Nebraska",353,0.00165,88000
"HayesCounty,Nebraska",371,0.00256,78000
"HitchcockCounty,Nebraska",417,0.0085,101000
"HoltCounty,Nebraska",281,0.00657,76000
"HookerCounty,Nebraska",176,0.00588,49000
"HowardCounty,Nebraska",444,0.00339,145000
"JeffersonCounty,Nebraska",423,0.00181,20000
"JohnsonCounty,Nebraska",146,0.00336,12000
"KearneyCounty,Nebraska",179,0.00531,162000
"KeithCounty,Nebraska",180,0.00466,126000
"KeyaPahaCounty,Nebraska",200,0.00842,69000
"KimballCounty,Nebraska",474,0.00913,118000
"KnoxCounty,Nebraska",223,0.00144,186000
"LancasterCounty,Nebraska",389,0.00053,200000
"LincolnCounty,Nebraska",205,0.0075,171000
"LoganCounty,Nebraska",245,0.00873,199000
"LoupCounty,Nebraska",160,0.00899,78000
"MadisonCounty,Nebraska",139,0.00643,89000
"McPhersonCounty,Nebraska",241,0.00264,159000
"MerrickCounty,Nebraska",398,0.00618,14000
"MorrillCounty,Nebraska",343,0.0083,125000
"NanceCounty,Nebraska",483,0.00382,31000
"NemahaCounty,Nebraska",142,0.00018,195000
"NuckollsCounty,Nebraska",217,0.00984,70000
"OtoeCounty,Nebraska",251,0.00655,104000
"PawneeCounty,Nebraska",107,0.01,134000
"PerkinsCounty,Nebraska",295,0.00475,188000
"PhelpsCounty,Nebraska",280,0.00925,51000
"PierceCounty,Nebraska",384,0.00759,187000
